Date,Hospital_Code,Region,Hospital_Name,Type1_Attendances,Type2_Attendances,Other_Attendances,Type1_Over4hrs,Type2_Over4hrs,Other_Over4hrs,Wait_4to12hrs,Wait_12plus_hrs,Emerg_Admissions,Total_Attendances,Total_Over4hrs,Pct_Within_4hrs,Target_Failed,Year,Month,Quarter,Season
2025-08-01,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8548,1118,6683,4509,189,479,869,11,3170,8548,4509,47.25,1,2025,8,3,Summer
2025-08-01,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11603,1593,5845,4166,83,0,356,41,3484,11603,4166,64.1,1,2025,8,3,Summer
2025-08-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12593,0,6773,3693,0,201,1084,172,5990,12593,3693,70.67,1,2025,8,3,Summer
2025-08-01,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9641,0,3598,3211,0,51,1812,78,3482,9641,3211,66.69,1,2025,8,3,Summer
2025-08-01,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12119,0,13420,5908,0,502,886,356,6085,12119,5908,51.25,1,2025,8,3,Summer
2025-08-01,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10179,0,5448,4045,0,51,537,309,2881,10179,4045,60.26,1,2025,8,3,Summer
2025-08-01,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11290,1359,0,3822,141,0,271,14,3641,11290,3822,66.15,1,2025,8,3,Summer
2025-08-01,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10133,2319,2836,3508,6,0,377,1,2264,10133,3508,65.38,1,2025,8,3,Summer
2025-08-01,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10497,0,5389,4638,0,306,704,346,3631,10497,4638,55.82,1,2025,8,3,Summer
2025-08-01,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9509,0,7752,3416,0,79,532,626,1829,9509,3416,64.08,1,2025,8,3,Summer
2025-08-01,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10186,0,2468,2878,0,197,930,642,2196,10186,2878,71.75,1,2025,8,3,Summer
2025-08-01,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11574,0,3051,4473,0,81,1048,410,2871,11574,4473,61.35,1,2025,8,3,Summer
2025-08-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10063,1145,3030,2802,0,58,189,261,4088,10063,2802,72.16,1,2025,8,3,Summer
2025-08-01,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9943,672,1700,4224,37,84,558,667,1969,9943,4224,57.52,1,2025,8,3,Summer
2025-08-01,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6371,0,1621,2175,0,49,269,441,993,6371,2175,65.86,1,2025,8,3,Summer
2025-08-01,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8627,0,2024,3510,0,55,441,309,2070,8627,3510,59.31,1,2025,8,3,Summer
2025-08-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13561,0,14231,6568,0,189,621,517,6251,13561,6568,51.57,1,2025,8,3,Summer
2025-08-01,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7825,0,2889,4186,0,96,711,450,2127,7825,4186,46.5,1,2025,8,3,Summer
2025-08-01,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17915,0,9428,8093,0,1,979,521,3888,17915,8093,54.83,1,2025,8,3,Summer
2025-08-01,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,10329,953,2870,4125,6,19,900,933,3084,10329,4125,60.06,1,2025,8,3,Summer
2025-08-01,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25001,0,9576,9353,0,245,1063,958,6934,25001,9353,62.59,1,2025,8,3,Summer
2025-08-01,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11803,1711,3273,3313,0,99,411,0,5504,11803,3313,71.93,1,2025,8,3,Summer
2025-08-01,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16163,1735,7505,7501,18,150,1433,477,5329,16163,7501,53.59,1,2025,8,3,Summer
2025-08-01,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6570,0,8123,3420,0,267,288,222,2111,6570,3420,47.95,1,2025,8,3,Summer
2025-08-01,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24190,971,17263,10598,105,1175,1234,799,3830,24190,10598,56.19,1,2025,8,3,Summer
2025-08-01,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12652,0,8082,3830,0,2,733,162,2451,12652,3830,69.73,1,2025,8,3,Summer
2025-08-01,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13912,0,3919,4851,0,5,1164,108,3944,13912,4851,65.13,1,2025,8,3,Summer
2025-08-01,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18603,0,5508,5678,0,42,679,39,2797,18603,5678,69.48,1,2025,8,3,Summer
2025-08-01,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7133,0,9234,3730,0,302,381,11,2272,7133,3730,47.71,1,2025,8,3,Summer
2025-08-01,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,9415,0,0,3069,0,0,553,126,2283,9415,3069,67.4,1,2025,8,3,Summer
2025-08-01,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9446,0,4336,5071,0,183,932,337,3646,9446,5071,46.32,1,2025,8,3,Summer
2025-08-01,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,16973,0,3804,6965,0,328,1042,1061,4719,16973,6965,58.96,1,2025,8,3,Summer
2025-08-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18957,0,2245,4236,0,20,932,130,5635,18957,4236,77.65,1,2025,8,3,Summer
2025-08-01,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7834,0,7109,2415,0,47,591,27,3878,7834,2415,69.17,1,2025,8,3,Summer
2025-08-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13741,0,6029,6939,0,79,1186,846,2855,13741,6939,49.5,1,2025,8,3,Summer
2025-08-01,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6781,0,2860,3543,0,37,729,825,1832,6781,3543,47.75,1,2025,8,3,Summer
2025-08-01,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12151,2036,0,6909,97,0,251,566,3707,12151,6909,43.14,1,2025,8,3,Summer
2025-08-01,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8785,0,2555,3560,0,44,204,6,2950,8785,3560,59.48,1,2025,8,3,Summer
2025-08-01,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,15988,133,6316,5760,0,146,1544,9,3513,15988,5760,63.97,1,2025,8,3,Summer
2025-08-01,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12390,0,4169,4837,0,0,1701,9,4325,12390,4837,60.96,1,2025,8,3,Summer
2025-08-01,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11631,3950,6812,5103,150,226,645,0,3553,11631,5103,56.13,1,2025,8,3,Summer
2025-08-01,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3594,0,0,173,0,0,8,0,813,3594,173,95.19,0,2025,8,3,Summer
2025-08-01,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16039,0,7600,5896,0,0,82,3,4552,16039,5896,63.24,1,2025,8,3,Summer
2025-08-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16472,0,7270,6432,0,79,566,290,7471,16472,6432,60.95,1,2025,8,3,Summer
2025-08-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4303,0,0,424,0,0,0,0,691,4303,424,90.15,1,2025,8,3,Summer
2025-08-01,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9140,0,0,1992,0,0,260,0,3100,9140,1992,78.21,1,2025,8,3,Summer
2025-08-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7618,0,1350,3025,0,0,521,230,1527,7618,3025,60.29,1,2025,8,3,Summer
2025-08-01,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6896,0,2901,4340,0,16,611,378,2091,6896,4340,37.06,1,2025,8,3,Summer
2025-08-01,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3491,0,0,155,0,0,7,1,498,3491,155,95.56,0,2025,8,3,Summer
2025-08-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5574,0,6493,2127,0,64,181,8,2226,5574,2127,61.84,1,2025,8,3,Summer
2025-08-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5759,1068,201,2318,0,0,454,207,1489,5759,2318,59.75,1,2025,8,3,Summer
2025-08-01,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10343,0,0,1958,0,0,224,35,1707,10343,1958,81.07,1,2025,8,3,Summer
2025-08-01,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10927,1182,5708,5402,52,132,663,4,4241,10927,5402,50.56,1,2025,8,3,Summer
2025-08-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28878,0,4089,7915,0,106,1943,303,8499,28878,7915,72.59,1,2025,8,3,Summer
2025-08-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5031,0,1100,1103,0,0,95,0,1141,5031,1103,78.08,1,2025,8,3,Summer
2025-08-01,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15446,0,0,2708,0,0,846,16,2816,15446,2708,82.47,1,2025,8,3,Summer
2025-08-01,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,9278,0,5843,3599,0,689,334,696,1723,9278,3599,61.21,1,2025,8,3,Summer
2025-08-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10052,0,0,3904,0,0,552,538,2964,10052,3904,61.16,1,2025,8,3,Summer
2025-08-01,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14677,2431,0,5119,131,0,885,188,5027,14677,5119,65.12,1,2025,8,3,Summer
2025-08-01,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9279,0,3181,3434,0,78,684,360,3188,9279,3434,62.99,1,2025,8,3,Summer
2025-08-01,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8935,0,4373,2943,0,10,949,117,3528,8935,2943,67.06,1,2025,8,3,Summer
2025-08-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6802,0,1151,3245,0,0,702,124,1882,6802,3245,52.29,1,2025,8,3,Summer
2025-08-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8638,0,0,2524,0,0,318,0,2110,8638,2524,70.78,1,2025,8,3,Summer
2025-08-01,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9878,0,6783,3438,0,168,107,61,1953,9878,3438,65.2,1,2025,8,3,Summer
2025-08-01,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9249,0,6912,4275,0,53,653,594,5268,9249,4275,53.78,1,2025,8,3,Summer
2025-08-01,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4192,0,0,2265,0,0,214,432,743,4192,2265,45.97,1,2025,8,3,Summer
2025-08-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5200,0,2249,2523,0,127,763,330,1925,5200,2523,51.48,1,2025,8,3,Summer
2025-08-01,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8361,0,0,2409,0,0,235,137,1255,8361,2409,71.19,1,2025,8,3,Summer
2025-08-01,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7952,0,1746,2556,0,0,484,195,1908,7952,2556,67.86,1,2025,8,3,Summer
2025-08-01,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7288,0,4956,2788,0,30,530,260,2532,7288,2788,61.75,1,2025,8,3,Summer
2025-08-01,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6430,0,1629,2023,0,0,376,5,2138,6430,2023,68.54,1,2025,8,3,Summer
2025-08-01,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20916,2009,0,8251,197,0,1161,964,6252,20916,8251,60.55,1,2025,8,3,Summer
2025-08-01,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8370,0,8102,3609,0,42,192,23,2424,8370,3609,56.88,1,2025,8,3,Summer
2025-08-01,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10876,1262,7706,3770,178,133,645,102,2598,10876,3770,65.34,1,2025,8,3,Summer
2025-08-01,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9421,0,10199,4240,0,56,820,262,2845,9421,4240,54.99,1,2025,8,3,Summer
2025-08-01,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13281,0,10655,4442,0,595,577,925,3342,13281,4442,66.55,1,2025,8,3,Summer
2025-08-01,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,26764,1518,2094,10519,36,235,632,534,8661,26764,10519,60.7,1,2025,8,3,Summer
2025-08-01,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14621,0,5370,5621,0,0,617,57,4301,14621,5621,61.56,1,2025,8,3,Summer
2025-08-01,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,5127,0,0,1675,0,0,196,44,2060,5127,1675,67.33,1,2025,8,3,Summer
2025-08-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6928,0,3552,2700,0,17,179,31,2251,6928,2700,61.03,1,2025,8,3,Summer
2025-08-01,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4420,319,1844,1619,0,65,228,100,1441,4420,1619,63.37,1,2025,8,3,Summer
2025-08-01,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6990,0,2820,3499,0,31,535,118,2774,6990,3499,49.94,1,2025,8,3,Summer
2025-08-01,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,23856,2972,10819,10063,141,284,2881,69,5813,23856,10063,57.82,1,2025,8,3,Summer
2025-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6036,215,0,2246,0,0,424,61,1635,6036,2246,62.79,1,2025,8,3,Summer
2025-08-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7826,0,649,2231,0,0,438,199,2078,7826,2231,71.49,1,2025,8,3,Summer
2025-08-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9265,132,5765,4281,0,95,680,329,2876,9265,4281,53.79,1,2025,8,3,Summer
2025-08-01,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11743,1548,5448,4495,92,82,74,9,1387,11743,4495,61.72,1,2025,8,3,Summer
2025-08-01,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7488,0,3890,3709,0,318,481,331,2407,7488,3709,50.47,1,2025,8,3,Summer
2025-08-01,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12926,0,0,3381,0,0,299,72,1451,12926,3381,73.84,1,2025,8,3,Summer
2025-08-01,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13420,0,0,5301,0,0,439,221,2866,13420,5301,60.5,1,2025,8,3,Summer
2025-07-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5966,0,7265,2361,0,105,335,24,2373,5966,2361,60.43,1,2025,7,3,Summer
2025-07-01,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,26648,544,15993,8269,4,697,1294,1638,6782,26648,8269,68.97,1,2025,7,3,Summer
2025-07-01,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4556,325,1798,1769,0,133,218,83,1509,4556,1769,61.17,1,2025,7,3,Summer
2025-07-01,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7047,0,8360,3556,0,330,343,362,2286,7047,3556,49.54,1,2025,7,3,Summer
2025-07-01,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8736,0,4107,2697,0,172,393,443,2617,8736,2697,69.13,1,2025,7,3,Summer
2025-07-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18132,0,7478,6769,0,41,671,187,8103,18132,6769,62.67,1,2025,7,3,Summer
2025-07-01,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11120,375,7934,5517,0,362,665,450,5034,11120,5517,50.39,1,2025,7,3,Summer
2025-07-01,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12692,0,13925,6173,0,484,951,354,6224,12692,6173,51.36,1,2025,7,3,Summer
2025-07-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13723,2456,14448,5570,364,213,604,612,8402,13723,5570,59.41,1,2025,7,3,Summer
2025-07-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9264,0,0,2660,0,0,357,17,2097,9264,2660,71.29,1,2025,7,3,Summer
2025-07-01,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6557,0,5854,3024,0,268,573,100,2293,6557,3024,53.88,1,2025,7,3,Summer
2025-07-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8023,0,1434,2911,0,0,493,209,1608,8023,2911,63.72,1,2025,7,3,Summer
2025-07-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,15998,0,9791,7494,0,289,1163,628,4165,15998,7494,53.16,1,2025,7,3,Summer
2025-07-01,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13093,0,4826,4548,0,0,241,715,1214,13093,4548,65.26,1,2025,7,3,Summer
2025-07-01,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27863,1566,1885,9870,28,161,664,271,9309,27863,9870,64.58,1,2025,7,3,Summer
2025-07-01,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,9015,0,2599,4384,0,11,741,337,1746,9015,4384,51.37,1,2025,7,3,Summer
2025-07-01,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12478,4302,7544,5204,182,270,642,0,3850,12478,5204,58.29,1,2025,7,3,Summer
2025-07-01,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9104,0,0,2295,0,0,290,200,1326,9104,2295,74.79,1,2025,7,3,Summer
2025-07-01,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23429,978,12981,9427,0,423,1553,263,6646,23429,9427,59.76,1,2025,7,3,Summer
2025-07-01,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16589,1829,8107,8406,21,169,2027,902,4989,16589,8406,49.33,1,2025,7,3,Summer
2025-07-01,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14985,0,4985,4869,0,100,567,672,3592,14985,4869,67.51,1,2025,7,3,Summer
2025-07-01,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11115,0,5992,4435,0,81,571,389,2816,11115,4435,60.1,1,2025,7,3,Summer
2025-07-01,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,13096,0,10094,5040,0,174,258,75,3230,13096,5040,61.51,1,2025,7,3,Summer
2025-07-01,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,10046,1289,5372,4619,217,269,736,11,3244,10046,4619,54.02,1,2025,7,3,Summer
2025-07-01,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10909,2793,2862,3523,83,0,309,1,2281,10909,3523,67.71,1,2025,7,3,Summer
2025-07-01,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9489,0,7534,4396,0,72,760,635,5598,9489,4396,53.67,1,2025,7,3,Summer
2025-07-01,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15793,0,9566,6564,0,659,1593,556,3716,15793,6564,58.44,1,2025,7,3,Summer
2025-07-01,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12559,1531,5793,4969,91,80,75,17,1442,12559,4969,60.43,1,2025,7,3,Summer
2025-07-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13276,0,7255,3728,0,107,1050,290,6038,13276,3728,71.92,1,2025,7,3,Summer
2025-07-01,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5851,0,5775,2880,0,714,780,148,2739,5851,2880,50.78,1,2025,7,3,Summer
2025-07-01,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,36112,390,1868,13748,0,76,2995,1376,10999,36112,13748,61.93,1,2025,7,3,Summer
2025-07-01,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7414,0,9772,3533,0,549,297,10,2606,7414,3533,52.35,1,2025,7,3,Summer
2025-07-01,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,9515,0,0,3455,0,0,520,220,2767,9515,3455,63.69,1,2025,7,3,Summer
2025-07-01,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21007,2090,0,8008,151,0,1242,629,6637,21007,8008,61.88,1,2025,7,3,Summer
2025-07-01,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8416,0,1165,3423,0,60,829,172,2977,8416,3423,59.33,1,2025,7,3,Summer
2025-07-01,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8988,0,2883,3736,0,51,177,5,3121,8988,3736,58.43,1,2025,7,3,Summer
2025-07-01,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11091,0,2485,6049,0,353,479,1407,3177,11091,6049,45.46,1,2025,7,3,Summer
2025-07-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5487,0,2476,2799,0,230,546,503,1977,5487,2799,48.99,1,2025,7,3,Summer
